console_display,full_title,hymn_key,total_search_results,tune_title,tune_slug,is_relevant,vote_count,total_runs,confidence,reasoning,composer,meter,key,num_hymnals,midi_url,recording_url,pdf_url,hymnary_url,normalized_title,in_hymn_book
Breatheon MeGod,"Breathe on Me, Breath of God",breathe_on_me_breath_of_god,10,ST. COLUMBA (Irish),st_columba_irish,False,0,3,medium,"Despite the search card mentioning “O Breathe on Me, O Breath of God,” the tune’s associated_texts and strongest usage are for “The King of Love My Shepherd Is,” and the meter (8.7.8.7) does not match the usual 6.6.8.6 of “Breathe on Me, Breath of God.” Likely a mistaken match from a similar title variant.",,8.7.8.7,D Major/E♭ Major,217,https://hymnary.org/media/fetch/82433,https://hymnary.org/media/fetch/222461,https://hymnary.org/media/fetch/82434,https://hymnary.org/tune/st_columba_irish,STCOLUMBAIRISH,False
Breatheon MeGod,"Breathe on Me, Breath of God",breathe_on_me_breath_of_god,10,SWABIA (Spiess),swabia_spiess,True,3,3,medium,"The search card indicates it is used with “Breathe on me, breath of God,” and the meter (6.6.8.6) is compatible with the hymn. Although Hymnary’s associated_texts highlight another text (“This Is the Day of Light”), the evidence supports it as an alternate setting.",Johann M. Spiess (1745),6.6.8.6,C Major,186,https://hymnary.org/media/fetch/81571,https://hymnary.org/media/fetch/221827,https://hymnary.org/media/fetch/81572,https://hymnary.org/tune/swabia_spiess,SWABIASPIESS,False
Breatheon MeGod,"Breathe on Me, Breath of God",breathe_on_me_breath_of_god,10,CARLISLE (Lockhart),carlisle_lockhart,True,3,3,medium,"The search card explicitly lists CARLISLE as used with “Breathe on me, Breath of God,” and its meter (6.6.8.6) fits the hymn. Even though Hymnary’s associated_texts most strongly connect it to “Stand Up, and Bless the Lord,” it is credibly used as an alternate tune for this text.",Charles Lockhart (1769),6.6.8.6,D Major,151,https://hymnary.org/media/fetch/81405,https://hymnary.org/media/fetch/179891,https://hymnary.org/media/fetch/81406,https://hymnary.org/tune/carlisle_lockhart,CARLISLELOCKHART,False
ChristLordRisn-A,Christ the Lord Is Risen Today - A,christ_the_lord_is_risen_today_-_a,10,NETTLETON,nettleton,False,0,3,high,"NETTLETON is overwhelmingly associated with ""Come, Thou Fount of Every Blessing"" (66.6%) and the search card’s primary pairing is a different text. It is not a recognized tune for ""Christ the Lord Is Risen Today.""",Anonymous,8.7.8.7 D,D Major/E Major,981,https://hymnary.org/media/fetch/79997,https://hymnary.org/media/fetch/222247,https://hymnary.org/media/fetch/79998,https://hymnary.org/tune/nettleton,NETTLETON,False
ChristLordRisn-A,Christ the Lord Is Risen Today - A,christ_the_lord_is_risen_today_-_a,10,ST. GEORGE'S WINDSOR (Elvey),st_georges_windsor_elvey,True,3,3,high,"The search card explicitly lists it as used with ""Christ the Lord is risen to-day!"" and this tune is a well-known 7.7.7.7 setting used for that Easter text in many hymnals (despite also being common for ""Come, Ye Thankful People, Come"").",George J. Elvey (1856),7.7.7.7,G Major,720,https://hymnary.org/media/fetch/80592,https://hymnary.org/media/fetch/222529,https://hymnary.org/media/fetch/80593,https://hymnary.org/tune/st_georges_windsor_elvey,STGEORGESWINDSORELVEY,False
ChristLordRisn-A,Christ the Lord Is Risen Today - A,christ_the_lord_is_risen_today_-_a,10,EASTER HYMN (Lyra Davidica),easter_hymn_lyra_davidica,True,3,3,high,"EASTER HYMN is the classic, primary tune for ""Christ the Lord is risen today"" and is directly confirmed by associated_texts and strong instance percentages (49.3% for that text).",,7.7.7.7 with alleluia,C Major,616,https://hymnary.org/media/fetch/80274,https://hymnary.org/media/fetch/222420,https://hymnary.org/media/fetch/80275,https://hymnary.org/tune/easter_hymn_lyra_davidica,EASTERHYMNLYRADAVIDICA,False
ChristLordRisn-A,Christ the Lord Is Risen Today - A,christ_the_lord_is_risen_today_-_a,10,KINGSFOLD,kingsfold_english,False,0,3,high,"KINGSFOLD is chiefly associated with unrelated texts (e.g., ""I Heard the Voice of Jesus Say"" and ""O Sing a Song of Bethlehem"") and there is no evidence here tying it to ""Christ the Lord Is Risen Today."" The meter (8.6.8.6 D) also does not match the hymn’s usual 7.7.7.7 with alleluias.",,8.6.8.6 D,e minor or modal,309,https://hymnary.org/media/fetch/80119,https://hymnary.org/media/fetch/199009,https://hymnary.org/media/fetch/80120,https://hymnary.org/tune/kingsfold_english,KINGSFOLD,True
ChristLordRisn-A,Christ the Lord Is Risen Today - A,christ_the_lord_is_risen_today_-_a,10,LLANFAIR,llanfair_williams,True,3,3,medium,"The search card lists LLANFAIR as used with ""Christ the Lord Is Risen Today,"" and it is a known 7.7.7.7-with-alleluia Easter tune used for that text/closely related variants (e.g., ""Jesus Christ is Risen Today""). While its top associations skew to other Ascension/Praise texts, it remains a credible setting.",Robert Williams (1817),7.7.7.7 with alleluia,E Major/F Major,262,https://hymnary.org/media/fetch/80278,https://hymnary.org/media/fetch/222225,https://hymnary.org/media/fetch/80279,https://hymnary.org/tune/llanfair_williams,LLANFAIR,True
ChristLordRisn-B,Christ the Lord Is Risen Today - B,christ_the_lord_is_risen_today_-_b,10,NETTLETON,nettleton,False,0,3,high,"NETTLETON is overwhelmingly associated with the text ""Come, Thou Fount of Every Blessing"" (66.6%) and the search card’s primary pairing is a different text. It is not a recognized tune for ""Christ the Lord Is Risen Today.""",Anonymous,8.7.8.7 D,D Major/E Major,981,https://hymnary.org/media/fetch/79997,https://hymnary.org/media/fetch/222247,https://hymnary.org/media/fetch/79998,https://hymnary.org/tune/nettleton,NETTLETON,False
ChristLordRisn-B,Christ the Lord Is Risen Today - B,christ_the_lord_is_risen_today_-_b,10,ST. GEORGE'S WINDSOR (Elvey),st_georges_windsor_elvey,True,3,3,high,"The search card explicitly lists it as used with ""Christ the Lord is risen to-day!"" and this is a well-established pairing in many hymnals (even though Hymnary’s top associated text is ""Come, Ye Thankful People, Come"").",George J. Elvey (1856),7.7.7.7,G Major,720,https://hymnary.org/media/fetch/80592,https://hymnary.org/media/fetch/222529,https://hymnary.org/media/fetch/80593,https://hymnary.org/tune/st_georges_windsor_elvey,STGEORGESWINDSORELVEY,False
ChristLordRisn-B,Christ the Lord Is Risen Today - B,christ_the_lord_is_risen_today_-_b,10,EASTER HYMN (Lyra Davidica),easter_hymn_lyra_davidica,True,3,3,high,"EASTER HYMN is the classic and primary tune for ""Christ the Lord is risen today,"" confirmed by associated_texts and a high instance percentage (49.3%) for that exact title.",,7.7.7.7 with alleluia,C Major,616,https://hymnary.org/media/fetch/80274,https://hymnary.org/media/fetch/222420,https://hymnary.org/media/fetch/80275,https://hymnary.org/tune/easter_hymn_lyra_davidica,EASTERHYMNLYRADAVIDICA,False
ChristLordRisn-B,Christ the Lord Is Risen Today - B,christ_the_lord_is_risen_today_-_b,10,KINGSFOLD,kingsfold_english,False,0,3,high,"KINGSFOLD is chiefly associated with unrelated texts (e.g., ""I Heard the Voice of Jesus Say"" and ""O Sing a Song of Bethlehem"") and has no evidence here of use with ""Christ the Lord Is Risen Today.""",,8.6.8.6 D,e minor or modal,309,https://hymnary.org/media/fetch/80119,https://hymnary.org/media/fetch/199009,https://hymnary.org/media/fetch/80120,https://hymnary.org/tune/kingsfold_english,KINGSFOLD,True
ChristLordRisn-B,Christ the Lord Is Risen Today - B,christ_the_lord_is_risen_today_-_b,10,LLANFAIR,llanfair_williams,True,3,3,medium,"The search card indicates it is used with ""Christ the Lord Is Risen Today,"" and LLANFAIR is a known 7.7.7.7 with alleluias Easter-tune option (also commonly paired with ""Jesus Christ is Risen Today"").",Robert Williams (1817),7.7.7.7 with alleluia,E Major/F Major,262,https://hymnary.org/media/fetch/80278,https://hymnary.org/media/fetch/222225,https://hymnary.org/media/fetch/80279,https://hymnary.org/tune/llanfair_williams,LLANFAIR,True
ComeChristians,"Come, Christians, Join to Sing",come_christians_join_to_sing,10,MENDELSSOHN (51171),mendelssohn_mendelssohn,False,0,3,high,"This tune is overwhelmingly associated with the text “Hark! The Herald Angels Sing” (used_with_text and 79.2% instances) and has no listed association with “Come, Christians, Join to Sing.” It is a clear title-search false positive.",Felix Mendelssohn-Bartholdy (1840),7.7.7.7,F Major/G Major or modal,741,https://hymnary.org/media/fetch/80187,https://hymnary.org/media/fetch/222385,https://hymnary.org/media/fetch/80188,https://hymnary.org/tune/mendelssohn_mendelssohn,MENDELSSOHN51171,False
ComeChristians,"Come, Christians, Join to Sing",come_christians_join_to_sing,10,CHRISTMAS (Handel),christmas_handel,False,0,3,high,"The Handel tune CHRISTMAS is primarily used with other texts (e.g., “Running the Christian Race,” “While Shepherds Watched their Flocks”) and the search card does not connect it to “Come, Christians, Join to Sing.” No associated_texts evidence supports the target hymn.",George Frideric Handel (1728),8.6.8.6.6,D Major,716,https://hymnary.org/media/fetch/81318,https://hymnary.org/media/fetch/222398,https://hymnary.org/media/fetch/81319,https://hymnary.org/tune/christmas_handel,CHRISTMASHANDEL,False
ComeChristians,"Come, Christians, Join to Sing",come_christians_join_to_sing,10,MADRID (Spanish),madrid_spanish,True,3,3,high,"The search card explicitly says it is used with “Come, Christians, Join to Sing,” and the associated_texts list includes that title. Instance data also shows measurable usage with the hymn (14.3%), confirming a genuine association.",,6.6.6.6 D,A♭ Major/A Major,593,https://hymnary.org/media/fetch/80036,https://hymnary.org/media/fetch/222428,https://hymnary.org/media/fetch/80037,https://hymnary.org/tune/madrid_spanish,MADRIDSPANISH,False
ComeChristians,"Come, Christians, Join to Sing",come_christians_join_to_sing,10,MARCHING TO ZION (Lowry),marching_to_zion_lowry,False,0,3,high,"MARCHING TO ZION is strongly and predominantly tied to “Come, We That Love the Lord” (93% instances; used_with_text and associated_texts match that hymn). There is no evidence it is used for “Come, Christians, Join to Sing.”",Robert Lowry (1867),6.6.8.6 with refrain,F Major,432,https://hymnary.org/media/fetch/81260,https://hymnary.org/media/fetch/222868,https://hymnary.org/media/fetch/81261,https://hymnary.org/tune/marching_to_zion_lowry,MARCHINGTOZIONLOWRY,False
ComeChristians,"Come, Christians, Join to Sing",come_christians_join_to_sing,10,WACHET AUF (Nicolai),wachet_auf_nicolai,False,0,3,high,"WACHET AUF is the well-known tune for “Wake, Awake, for Night Is Flying” (used_with_text and associated_texts). Nothing in the provided data links it to “Come, Christians, Join to Sing,” making it a false positive.",Philipp Nicolai (1599),8.9.8.8.9.8.6.6.4.8.8,C Major,369,https://hymnary.org/media/fetch/81597,https://hymnary.org/media/fetch/222272,https://hymnary.org/media/fetch/81598,https://hymnary.org/tune/wachet_auf_nicolai,WACHETAUFNICOLAI,False
ComeHoly Spirit,"Come, Holy Spirit, Heavenly Dove",come_holy_spirit_heavenly_dove,10,ORTONVILLE,ortonville_hastings,True,3,3,high,"The Hymnary search card explicitly lists this tune as used with the text “Come, Holy Spirit, Heavenly Dove,” which is strong evidence of a genuine association, even if the tune is more commonly paired with other texts in the broader data.",Thomas Hastings (1837),8.6.8.6.6,G Major,925,https://hymnary.org/media/fetch/80687,https://hymnary.org/media/fetch/83903,https://hymnary.org/media/fetch/80688,https://hymnary.org/tune/ortonville_hastings,ORTONVILLE,False
ComeHoly Spirit,"Come, Holy Spirit, Heavenly Dove",come_holy_spirit_heavenly_dove,10,WARWICK (Stanley),warwick_stanley,True,3,3,high,"The search card directly states it is used with “Come, Holy Spirit, Heavenly Dove.” The lack of that title in associated_texts just suggests it’s not the most common pairing overall, not that it’s a false positive.",Stanley (1800),8.6.8.6,D Major,288,https://hymnary.org/media/fetch/81826,https://hymnary.org/media/fetch/180666,https://hymnary.org/media/fetch/81827,https://hymnary.org/tune/warwick_stanley,WARWICKSTANLEY,False
ComeHoly Spirit,"Come, Holy Spirit, Heavenly Dove",come_holy_spirit_heavenly_dove,10,ABRIDGE (Smith),abridge_smith,True,3,3,medium,"Hymnary’s search card lists ABRIDGE as used with “Come, Holy Spirit, heavenly Dove,” and the meter (8.6.8.6) fits the common CM form of the text. The instance data being 100% “Other” doesn’t contradict the association; it just isn’t well-tracked to a single dominant text.",Isaac Smith (c. 1770),8.6.8.6,E♭ Major,185,https://hymnary.org/media/fetch/83832,https://hymnary.org/media/fetch/179877,https://hymnary.org/media/fetch/83833,https://hymnary.org/tune/abridge_smith,ABRIDGESMITH,False
ComeHoly Spirit,"Come, Holy Spirit, Heavenly Dove",come_holy_spirit_heavenly_dove,10,EAGLEY (Walch),eagley_walch,True,3,3,medium,"The search card indicates it is used with “Come, Holy Spirit, heavenly Dove,” and the tune’s 8.6.8.6 meter is compatible with the hymn’s common meter. Its associated_texts show it is also used for other hymns, but that does not negate a legitimate pairing.",James Walch (1860),8.6.8.6,B♭ Major,91,https://hymnary.org/media/fetch/80633,,https://hymnary.org/media/fetch/80634,https://hymnary.org/tune/eagley_walch,EAGLEYWALCH,False
ComeHoly Spirit,"Come, Holy Spirit, Heavenly Dove",come_holy_spirit_heavenly_dove,10,INTERCESSION (Dykes),intercession_dykes,True,3,3,medium,"The Hymnary search card explicitly connects INTERCESSION with “Come, Holy Spirit, heav'nly Dove.” Although the associated_texts/percentages point elsewhere, Hymnary’s stated ‘used with text’ is credible evidence that it is an established (if less common) setting.",,6.6.8.6,G Major,87,https://hymnary.org/media/fetch/90526,https://hymnary.org/media/fetch/182952,https://hymnary.org/media/fetch/105252,https://hymnary.org/tune/intercession_dykes,INTERCESSIONDYKES,False
ComeAlmityKing-A,"Come, Thou Almighty King - A",come_thou_almighty_king_-_a,10,HAPPY DAY (Rimbault),happy_day_rimbault,False,0,3,high,"Hymnary shows this tune overwhelmingly associated with the text “Happy Day” (91.2%) and its associated_texts list only “Happy Day,” not “Come, Thou Almighty King.” The search-card ‘used_with_text’ also points to a different hymn, indicating a title-match false positive.",,8.8.8.8 with refrain,F Major,859,https://hymnary.org/media/fetch/81142,https://hymnary.org/media/fetch/199199,https://hymnary.org/media/fetch/81143,https://hymnary.org/tune/happy_day_rimbault,HAPPYDAYRIMBAULT,False
ComeAlmityKing-A,"Come, Thou Almighty King - A",come_thou_almighty_king_-_a,10,ST. THEODULPH (Teschner),st_theodulph_teschner,False,0,3,high,"ST. THEODULPH is principally tied to “All Glory, Laud and Honor” (and related texts), with no indication it is used for “Come, Thou Almighty King.” The meter (7.6.7.6 D) also does not match the common 6.6.4.6.6.6.4 pattern for “Come, Thou Almighty King.”",Melchior Teschner (1613),7.6.7.6 D,B♭ Major/C Major,661,https://hymnary.org/media/fetch/80070,https://hymnary.org/media/fetch/222218,https://hymnary.org/media/fetch/80071,https://hymnary.org/tune/st_theodulph_teschner,STTHEODULPHTESCHNER,False
ComeAlmityKing-A,"Come, Thou Almighty King - A",come_thou_almighty_king_-_a,10,LOBE DEN HERREN,lobe_den_herren_115321,False,0,3,high,"LOBE DEN HERREN is the standard tune for “Praise to the Lord, the Almighty” (54.7% and listed in associated_texts), not for “Come, Thou Almighty King.” This is a clear unrelated tune returned by broad title searching.",Anonymous (1665),14.14.4.7.8,F Major,478,https://hymnary.org/media/fetch/79987,https://hymnary.org/media/fetch/222475,https://hymnary.org/media/fetch/79988,https://hymnary.org/tune/lobe_den_herren_115321,LOBEDENHERREN,True
ComeAlmityKing-A,"Come, Thou Almighty King - A",come_thou_almighty_king_-_a,10,HANOVER (Croft),hanover_croft,False,0,3,high,"HANOVER is most associated with “O Worship the King” and “Ye Servants of God, Your Master Proclaim,” and Hymnary does not indicate “Come, Thou Almighty King” among its associated texts. The search-card ‘used_with_text’ also names a different text, so this is not a genuine setting.",William Croft (1708),10.10.11.11,A Major,373,https://hymnary.org/media/fetch/80736,https://hymnary.org/media/fetch/222244,https://hymnary.org/media/fetch/80737,https://hymnary.org/tune/hanover_croft,HANOVERCROFT,False
ComeAlmityKing-A,"Come, Thou Almighty King - A",come_thou_almighty_king_-_a,10,NEW HAVEN,new_haven_hastings,True,3,3,medium,"The search card explicitly lists ‘used_with_text: Come, thou Almighty king,’ which is strong evidence this tune is used for the hymn. Although the associated_texts/percentages highlight other pairings, NEW HAVEN is credibly attested as a (less common) setting for “Come, Thou Almighty King.”",Thomas Hastings (1833),6.6.4.6.6.6.4,G Major,114,https://hymnary.org/media/fetch/84446,https://hymnary.org/media/fetch/84447,https://hymnary.org/media/fetch/106797,https://hymnary.org/tune/new_haven_hastings,NEWHAVEN,False
ComeAlmityKing-B,"Come, Thou Almighty King - B",come_thou_almighty_king_-_b,10,HAPPY DAY (Rimbault),happy_day_rimbault,False,0,3,high,"HAPPY DAY (Rimbault) is overwhelmingly associated with the text “Happy Day” (91.2%) and the search card’s primary pairing is a different text. There is no evidence here that it is used for “Come, Thou Almighty King.”",,8.8.8.8 with refrain,F Major,859,https://hymnary.org/media/fetch/81142,https://hymnary.org/media/fetch/199199,https://hymnary.org/media/fetch/81143,https://hymnary.org/tune/happy_day_rimbault,HAPPYDAYRIMBAULT,False
ComeAlmityKing-B,"Come, Thou Almighty King - B",come_thou_almighty_king_-_b,10,ST. THEODULPH (Teschner),st_theodulph_teschner,False,0,3,high,"ST. THEODULPH is chiefly tied to “All Glory, Laud and Honor” (and related texts like “O Jesus, King of Glory”), not “Come, Thou Almighty King.” The associated_texts and usage data do not indicate any real connection to the target hymn.",Melchior Teschner (1613),7.6.7.6 D,B♭ Major/C Major,661,https://hymnary.org/media/fetch/80070,https://hymnary.org/media/fetch/222218,https://hymnary.org/media/fetch/80071,https://hymnary.org/tune/st_theodulph_teschner,STTHEODULPHTESCHNER,False
ComeAlmityKing-B,"Come, Thou Almighty King - B",come_thou_almighty_king_-_b,10,LOBE DEN HERREN,lobe_den_herren_115321,False,0,3,high,"LOBE DEN HERREN is the standard tune for “Praise to the Lord, the Almighty” and the search card confirms that primary association. Nothing in the associated texts/percentages suggests it is used for “Come, Thou Almighty King.”",Anonymous (1665),14.14.4.7.8,F Major,478,https://hymnary.org/media/fetch/79987,https://hymnary.org/media/fetch/222475,https://hymnary.org/media/fetch/79988,https://hymnary.org/tune/lobe_den_herren_115321,LOBEDENHERREN,True
ComeAlmityKing-B,"Come, Thou Almighty King - B",come_thou_almighty_king_-_b,10,HANOVER (Croft),hanover_croft,False,0,3,high,"HANOVER (Croft) is commonly used with “O Worship the King” and “Ye Servants of God, Your Master Proclaim,” and the search card points to another text (“Omnipotent Lord, My Savior and King”). There is no indication it is a setting of “Come, Thou Almighty King.”",William Croft (1708),10.10.11.11,A Major,373,https://hymnary.org/media/fetch/80736,https://hymnary.org/media/fetch/222244,https://hymnary.org/media/fetch/80737,https://hymnary.org/tune/hanover_croft,HANOVERCROFT,False
ComeAlmityKing-B,"Come, Thou Almighty King - B",come_thou_almighty_king_-_b,10,NEW HAVEN,new_haven_hastings,True,3,3,medium,"The search card explicitly lists this tune as used with the text “Come, thou Almighty king,” which is strong evidence of a genuine association. Although Hymnary’s associated_texts/percentages highlight other pairings, it is still a documented tune option for this hymn.",Thomas Hastings (1833),6.6.4.6.6.6.4,G Major,114,https://hymnary.org/media/fetch/84446,https://hymnary.org/media/fetch/84447,https://hymnary.org/media/fetch/106797,https://hymnary.org/tune/new_haven_hastings,NEWHAVEN,False
ComeFountBlessng,"Come, Thou Fount of Every Blessing",come_thou_fount_of_every_blessing,10,NETTLETON,nettleton,True,3,3,high,"NETTLETON is the standard and most common tune for “Come, Thou Fount of Every Blessing”; the search card and associated_texts explicitly name the hymn, and the instances show it used with this text a majority of the time (66.6%).",Anonymous,8.7.8.7 D,D Major/E Major,981,https://hymnary.org/media/fetch/79997,https://hymnary.org/media/fetch/222247,https://hymnary.org/media/fetch/79998,https://hymnary.org/tune/nettleton,NETTLETON,False
ComeFountBlessng,"Come, Thou Fount of Every Blessing",come_thou_fount_of_every_blessing,10,DULCE CARMEN,dulce_carmen_12345,False,0,3,medium,"Despite the search card line, Hymnary’s associated_texts and instance percentages show DULCE CARMEN is primarily used with other texts (notably “Lead Us, Heavenly Father, Lead Us” and “Praise, My Soul, the King of Heaven”), with no clear linkage to “Come, Thou Fount.”",,8.7.8.7 D,A Major/G Major or modal,265,https://hymnary.org/media/fetch/83218,https://hymnary.org/media/fetch/221640,https://hymnary.org/media/fetch/83219,https://hymnary.org/tune/dulce_carmen_12345,DULCECARMEN,False
ComeFountBlessng,"Come, Thou Fount of Every Blessing",come_thou_fount_of_every_blessing,10,RESTORATION (Southern Harmony),restoration_southernharmony,True,3,3,medium,"RESTORATION (Southern Harmony) is documented on Hymnary as being used with “Come, Thou Fount of Every Blessing” (associated_texts includes it), even though it is more commonly paired with “Come, Ye Sinners, Poor and Needy” (59.5% vs. 11.6%).",Anonymous (1835),8.7.8.7,f minor,240,https://hymnary.org/media/fetch/80500,https://hymnary.org/media/fetch/90755,https://hymnary.org/media/fetch/80501,https://hymnary.org/tune/restoration_southernharmony,RESTORATIONSOUTHERNHARMONY,False
ComeFountBlessng,"Come, Thou Fount of Every Blessing",come_thou_fount_of_every_blessing,10,"KOMM, GOTT SCHÖPFER",komm_gott_schopfer_56545,False,0,3,high,"KOMM, GOTT SCHÖPFER is associated with “Come, Holy Ghost, Creator Blest / Come, O Creator Spirit Blest” and is in 8.8.8.8, not the 8.7.8.7 D typically used for “Come, Thou Fount,” with no evidence it is used for that text.",,8.8.8.8,B♭ Major,44,https://hymnary.org/media/fetch/209958,https://hymnary.org/media/fetch/221883,https://hymnary.org/media/fetch/187135,https://hymnary.org/tune/komm_gott_schopfer_56545,KOMMGOTTSCHPFER,False
ComeFountBlessng,"Come, Thou Fount of Every Blessing",come_thou_fount_of_every_blessing,10,ARUNDEL (Dykes),arundel_dykes,False,0,3,medium,"Although the search card claims use with “Come, Thou Fount of Every Blessing,” Hymnary’s associated_texts and instance data point to other primary pairings (e.g., “Evening Prayer,” “Praise the Lord! Ye Heavens Adore Him”) and do not substantiate a real association with “Come, Thou Fount.”",John Bacchus Dykes,8.7.8.7,A♭ Major,30,https://hymnary.org/media/fetch/83398,,https://hymnary.org/media/fetch/83399,https://hymnary.org/tune/arundel_dykes,ARUNDELDYKES,False
ComeExpectJesus-A,"Come, Thou Long-Expected Jesus - A",come_thou_long-expected_jesus_-_a,10,HYFRYDOL,hyfrydol_prichard,True,3,3,high,"The search card explicitly lists it as used with the text “Come, Thou Long-Expected Jesus,” and the associated_texts/instance_percentages show substantial usage with that hymn (12.1%). HYFRYDOL is also a well-known common-meter double tune frequently paired with this text.",Rowland H. Prichard (1830),8.7.8.7 D,A♭ Major,646,https://hymnary.org/media/fetch/79990,https://hymnary.org/media/fetch/222245,https://hymnary.org/media/fetch/79991,https://hymnary.org/tune/hyfrydol_prichard,HYFRYDOL,True
ComeExpectJesus-A,"Come, Thou Long-Expected Jesus - A",come_thou_long-expected_jesus_-_a,10,STUTTGART,stuttgart_witt,True,3,3,high,"The search card names “Come, thou long-expected Jesus,” and associated_texts lists only that hymn; instance data shows notable pairing (20.4%). STUTTGART is a standard 8.7.8.7 tune commonly used for this text.",,8.7.8.7,F Major,457,https://hymnary.org/media/fetch/80057,https://hymnary.org/media/fetch/222161,https://hymnary.org/media/fetch/80058,https://hymnary.org/tune/stuttgart_witt,STUTTGART,True
ComeExpectJesus-A,"Come, Thou Long-Expected Jesus - A",come_thou_long-expected_jesus_-_a,10,WILMOT (Weber),wilmot_weber,False,0,3,medium,"Despite the search card claim, Hymnary’s associated_texts and instance data tie WILMOT primarily to “God Is Love,” with no explicit association shown to “Come, Thou Long-Expected Jesus.” This looks like a title-search false positive.",Carl Maria von Weber (1894),8.7.8.7,B♭ Major,285,https://hymnary.org/media/fetch/83374,https://hymnary.org/media/fetch/184036,https://hymnary.org/media/fetch/83375,https://hymnary.org/tune/wilmot_weber,WILMOTWEBER,False
ComeExpectJesus-A,"Come, Thou Long-Expected Jesus - A",come_thou_long-expected_jesus_-_a,10,O DU LIEBE MEINER LIEBE (12354),o_du_liebe_meiner_liebe_12354,False,0,3,medium,"The search card’s “Come, O Long-Expected jesus” appears to be a loose/erroneous match, and the instance_percentages provide no evidence of use with “Come, Thou Long-Expected Jesus” (100% Other). No associated_texts link is given to the hymn.",,8.7.8.7 D,E♭ Major,225,https://hymnary.org/media/fetch/80583,https://hymnary.org/media/fetch/152800,https://hymnary.org/media/fetch/80584,https://hymnary.org/tune/o_du_liebe_meiner_liebe_12354,ODULIEBEMEINERLIEBE12354,False
ComeExpectJesus-A,"Come, Thou Long-Expected Jesus - A",come_thou_long-expected_jesus_-_a,10,CONSTANCY (Anonymous),constancy_anonymous,False,0,3,high,"Associated_texts and instance_percentages show CONSTANCY is overwhelmingly used with different hymns (“All for Jesus!” and “Sitting at the Feet of Jesus”), not “Come, Thou Long-Expected Jesus.” The search-card match is therefore a false positive.",Anonymous,8.7.8.7 D,F Major,202,https://hymnary.org/media/fetch/81330,https://hymnary.org/media/fetch/180817,https://hymnary.org/media/fetch/81331,https://hymnary.org/tune/constancy_anonymous,CONSTANCYANONYMOUS,False
ComeExpectJesus-B,"Come, Thou Long-Expected Jesus - B",come_thou_long-expected_jesus_-_b,10,HYFRYDOL,hyfrydol_prichard,True,3,3,high,"The search card explicitly lists it as used with the text “Come, Thou Long-Expected Jesus,” and the associated_texts/instance_percentages show substantial use with that hymn (12.1%). HYFRYDOL is also a well-known common-meter-double tune frequently paired with this text.",Rowland H. Prichard (1830),8.7.8.7 D,A♭ Major,646,https://hymnary.org/media/fetch/79990,https://hymnary.org/media/fetch/222245,https://hymnary.org/media/fetch/79991,https://hymnary.org/tune/hyfrydol_prichard,HYFRYDOL,True
ComeExpectJesus-B,"Come, Thou Long-Expected Jesus - B",come_thou_long-expected_jesus_-_b,10,STUTTGART,stuttgart_witt,True,3,3,high,"The search card names “Come, thou long-expected Jesus,” and the associated_texts list only that hymn title, with a strong instance percentage (20.4%). STUTTGART is a standard 8.7.8.7 setting for this text.",,8.7.8.7,F Major,457,https://hymnary.org/media/fetch/80057,https://hymnary.org/media/fetch/222161,https://hymnary.org/media/fetch/80058,https://hymnary.org/tune/stuttgart_witt,STUTTGART,True
ComeExpectJesus-B,"Come, Thou Long-Expected Jesus - B",come_thou_long-expected_jesus_-_b,10,WILMOT (Weber),wilmot_weber,False,0,3,medium,"Despite the search card claim, Hymnary’s associated_texts and instance data tie WILMOT primarily to the hymn “God Is Love,” with no listed association to “Come, Thou Long-Expected Jesus.” This looks like a title-search false positive rather than a documented pairing.",Carl Maria von Weber (1894),8.7.8.7,B♭ Major,285,https://hymnary.org/media/fetch/83374,https://hymnary.org/media/fetch/184036,https://hymnary.org/media/fetch/83375,https://hymnary.org/tune/wilmot_weber,WILMOTWEBER,False
ComeExpectJesus-B,"Come, Thou Long-Expected Jesus - B",come_thou_long-expected_jesus_-_b,10,O DU LIEBE MEINER LIEBE (12354),o_du_liebe_meiner_liebe_12354,True,3,3,medium,"The search card indicates use with “Come, O Long-Expected jesus,” a close variant of the target title, and the meter (8.7.8.7 D) is compatible with common settings of the text. Although Hymnary provides no instance breakdown beyond “Other (100%),” the explicit used-with-text evidence supports relevance.",,8.7.8.7 D,E♭ Major,225,https://hymnary.org/media/fetch/80583,https://hymnary.org/media/fetch/152800,https://hymnary.org/media/fetch/80584,https://hymnary.org/tune/o_du_liebe_meiner_liebe_12354,ODULIEBEMEINERLIEBE12354,False
ComeExpectJesus-B,"Come, Thou Long-Expected Jesus - B",come_thou_long-expected_jesus_-_b,10,CONSTANCY (Anonymous),constancy_anonymous,False,0,3,high,"Hymnary’s associated_texts and instance_percentages show CONSTANCY is chiefly used with “All for Jesus!” and “Sitting at the Feet of Jesus,” not with “Come, Thou Long-Expected Jesus.” The search-card match is likely noise from the broad title search.",Anonymous,8.7.8.7 D,F Major,202,https://hymnary.org/media/fetch/81330,https://hymnary.org/media/fetch/180817,https://hymnary.org/media/fetch/81331,https://hymnary.org/tune/constancy_anonymous,CONSTANCYANONYMOUS,False
